"","quad","site","real.date","comm.date","month","urch","chit","treat","BASP","CCAP","EALM","RFSP","OPCA","RBSP","AGFI","BFSP","DICL","Cris","HEPA","PHPA","BRUP","HBCO","SPS1","SPS3","SPS8","SPS9","SPS10","SPOT","MSP1","SYSP","SCUN","BRSH","EUBI","DELI","HYSP","EPSC","BAEL","MEFA.t","GERU","DOCO","DOFE","TUBE","PSOC","VECO","BACR","PSCH","TETR","CHHA","POMA","META","PYST","PEAN","CLHU","DICA","TCM3","DITR","EUPU","SYPA","APPO","APSO","TCM2","TCOT","BOVI","Chel","Core","CNFI","HAIG","Stye","ASPA","TSV1","TSV2","TSOT","INOT","OTHE","SHEL","FUZZ","RUBB"
"653","ON1_17","ON","30-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0,0.005652621,0.364850976,0.005395683,0,0,0,0,0,0,0,0,0,0,0.061921891,0,0,0,0,0.000256937,0,0,0,0.026464543,0,0,0.087615622,0,0,0,0,0,0,0.005138746,0,0,0.108170606,0,0,0,0,0.01053443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113309353,0.195272354,0.015416238
"654","ON1_84","ON","30-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0,0.015533981,0.446601942,0,0,0.000242718,0,0,0,0,0,0,0,0,0.019417476,0,0,0,0,0,0,0,0.004854369,0.010194175,0,0,0.019417476,0,0.000242718,0,0,0,0,0,0,0,0.175242718,0,0,0,0,0.049757282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049514563,0.208980583,0
"655","ON1_85","ON","30-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0,0,0.309658393,0,0,0,0,0,0,0,0,0,0,0,0.029491275,0,0,0,0,0.010321946,0,0,0,0.009830425,0,0,0.196608503,0,0,0,0,0,0,0,0,0,0.147702138,0,0,0,0,0.014991398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065126567,0.216269354,0
"656","ON1_86","ON","30-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0,0.019347037,0.22974607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006348247,0,0,0.006348247,0.012394196,0,0,0,0.375151149,0,0,0,0,0,0.006952842,0.00120919,0,0.187726723,0,0,0,0.000302297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018440145,0,0,0,0,0,0,0,0,0,0,0,0.038996372,0.097037485,0
"657","ON2_43","ON","30-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0.004963366,0.086268022,0.4443394,0,0,0,0,0,0,0,0,0,0,0,0.028362089,0,0,0,0,0.000709052,0,0,0.000472701,0.023871425,0,0,0,0,0,0,0,0,0,0.005672418,0.00638147,0.042779485,0.010635784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004727015,0,0,0,0,0,0,0,0,0,0.000472701,0.340345072,0
"658","ON2_44","ON","30-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0,0.055871446,0.51421508,0,0,0.005191595,0,0,0,0,0,0,0,0,0.039802225,0,0,0,0,0,0,0,0.004944376,0.010383189,0,0,0,0,0.004944376,0,0,0,0,0.014833127,0.000741656,0.004944376,0.139431397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02645241,0.178244747,0
"659","ON2_82","ON","30-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0,0.030463243,0.236656596,0,0,0,0,0,0,0,0,0,0.005035247,0,0.377643505,0,0,0,0,0.020140987,0,0,0.005035247,0.06570997,0,0,0.01510574,0,0.005035247,0,0,0,0,0.030715005,0.006042296,0.005035247,0.005790534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251762,0,0.010070493,0.181268882,0
"660","ON2_83","ON","30-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0,0.080554251,0.516674495,0,0,0,0,0,0,0,0,0,0,0,0.014325975,0,0,0,0,0.004697041,0,0,0.004931893,0.038515735,0,0,0.018788163,0,0.004931893,0,0,0,0,0.042743072,0.000234852,0.042273368,0.098637858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029121653,0.103569751,0
"661","ON3_16","ON","30-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0,0.084213111,0.123496194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014731156,0,0.009820771,0,0,0.196906457,0.024797447,0.004910385,0,0,0,0.084213111,0,0,0,0,0.044930027,0.041983796,0.009820771,0.005892463,0,0.000245519,0,0,0.231033636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004910385,0,0,0.11809477,0
"662","ON3_77","ON","30-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0.052020636,0.120808255,0.232158212,0,0,0,0,0,0,0,0,0,0,0,0.042992261,0,0,0,0,0,0,0,0.142304385,0.043852107,0.000214961,0,0.012897678,0,0.043852107,0,0,0,0,0.01311264,0.036973345,0,0.004729149,0.017196905,0,0,0,0.185081685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051805675,0
"663","ON3_78","ON","30-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0.016078018,0.232472325,0.168950975,0,0,0.015814444,0,0,0,0,0,0,0,0,0.094886663,0,0,0,0,0,0,0,0.026357406,0.005535055,0,0,0,0,0.080653664,0,0,0,0,0.005798629,0.019504481,0.005271481,0.005798629,0,0.016078018,0,0,0.210859251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263574,0.095413811,0
"664","ON3_79","ON","30-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0.005543237,0.244179601,0,0.005820399,0,0.038802661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005820399,0,0.005543237,0.011363636,0.061252772,0.182926829,0,0.094235033,0,0.046008869,0,0,0,0,0.001108647,0.001940133,0.011640798,0,0,0.005543237,0,0,0.056263858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022172949,0.199833703,0
"665","ON4_71","ON","30-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0,0.053305997,0.148641722,0,0,0,0,0,0,0,0,0,0,0,0.118144541,0,0,0.005125577,0,0.005125577,0,0,0.056637622,0.05253716,0.03075346,0,0.077139928,0,0.006150692,0,0,0,0,0.027165556,0.008200923,0.077139928,0.005381855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01537673,0.312660174,0
"666","ON4_72","ON","30-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0,0.106096595,0.148324096,0.015835313,0,0.010820797,0,0,0,0,0,0,0.005278438,0,0.243072051,0,0,0,0,0,0,0,0.02665611,0.010820797,0.089997361,0,0,0,0.059118501,0,0,0,0,0.005806281,0.007917656,0.037740829,0,0.005542359,0.005278438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221694378,0
"667","ON4_73","ON","30-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0,0.085586703,0.183577276,0,0,0.025055817,0,0,0,0,0,0,0,0.029769288,0.189531134,0,0,0,0,0,0,0,0.060034731,0.055073183,0.009923096,0,0.114115604,0,0.015132721,0,0,0,0,0.000496155,0.006450012,0.040436616,0.000248077,0.009923096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248077,0,0,0,0,0,0,0,0,0.000496155,0.173902258,0
"668","ON4_74","ON","30-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0,0.01442638,0.087016258,0.013968399,0,0.055186627,0,0,0,0,0,0,0,0,0.371193039,0,0,0,0,0.00045798,0,0,0.013739409,0.004579803,0,0,0.027478818,0,0.024501946,0,0,0,0,0,0.001373941,0.024043966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004808793,0.357224639,0
"669","ON5_25","ON","30-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0,0.060251536,0.076338111,0.053231939,0,0.023983621,0,0,0,0,0,0,0,0,0.011699327,0,0,0,0,0.030125768,0,0.000584966,0.01286926,0.006142147,0.005849664,0,0.122842937,0,0.037145364,0,0,0,0,0.041532612,0.00731208,0.030125768,0,0.005849664,0.006142147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011699327,0.456273764,0
"670","ON5_88","ON","30-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0,0.021525379,0.17565772,0.010895562,0,0.000265745,0,0,0,0,0,0,0,0,0.0637789,0,0,0,0,0.010629817,0,0,0.005846399,0.053680574,0,0,0.563646027,0,0.001328727,0,0,0,0,0.010895562,0.005846399,0.026840287,0.005846399,0.005580654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032155195,0.005580654
"671","ON5_89","ON","30-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0,0.010337872,0.090771558,0.015128593,0,0.010337872,0,0,0,0,0,0,0,0,0.030761473,0,0,0,0,0.005547151,0,0,0.010590015,0.000504286,0,0,0.342914776,0,0.00630358,0,0,0,0,0.011346445,0.005799294,0.050428643,0,0,0,0,0,0.005295008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025214322,0.378214826,0
"672","ON5_91","ON","30-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0,0.00121981,0.122468895,0.04903635,0,0.083191022,0,0,0,0,0,0,0,0.014637717,0.17589656,0,0,0,0,0.054403513,0,0,0.010734325,0.005367163,0,0,0.024396194,0,0.012198097,0,0,0,0,0.015369602,0.001463772,0.024640156,0,0,0.004879239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400097585,0
"673","PG1_7","PG","31-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0.02541942,0.163446873,0.040671073,0.035841383,0,0.025927809,0.035587189,0,0.010421962,0,0,0,0.020843925,0.045754957,0,0,0,0,0,0.000254194,0,0,0,0.005846467,0.19344179,0,0.061260803,0,0.001270971,0,0,0,0,0.000254194,0.006609049,0,0.000254194,0.015251652,0.000762583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005846467,0.274529741,0.030503305
"674","PG1_8","PG","31-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0.005014327,0.205587393,0.052769819,0,0,0.057784145,0.05730659,0,0.004775549,0,0,0,0.000716332,0.090735435,0,0,0,0,0,0.000716332,0,0,0,0.000238777,0.009789876,0,0.186246418,0,0.000716332,0,0,0,0,0.005491882,0,0,0,0,0.000238777,0,0,0,0,0,0,0,0.000477555,0,0,0,0,0,0,0,0.004775549,0,0,0,0,0,0,0,0,0,0,0,0.005969436,0.305635148,0.005014327
"675","PG1_96","PG","31-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0.025551972,0.332423716,0.064748201,0,0,0.004961548,0.129000248,0,0.000248077,0,0,0,0.010667328,0.014884644,0.000744232,0,0,0,0,0.000248077,0,0,0,0.005209625,0.119077152,0,0.010419251,0,0.010419251,0,0,0,0,0.010915406,0.000744232,0,0,0,0.010171173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005457703,0,0.00099231,0.243115852,0
"676","PG1_97","PG","31-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0,0.033411215,0.042056075,0.009345794,0,0.126635514,0,0,0,0,0,0,0.028738318,0.205607477,0,0,0,0,0,0.004672897,0,0,0,0.009813084,0,0,0.172897196,0,0.014719626,0,0,0,0,0.00046729,0,0,0.000934579,0,0,0,0,0.009579439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004672897,0,0,0,0,0,0,0,0,0,0,0.336448598,0
"677","PG2_10","PG","31-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0,0.044305321,0.101131712,0.004815796,0,0.038526366,0.048157958,0,0.00024079,0,0,0,0.004815796,0,0,0,0,0,0,0.010353961,0,0,0,0.00024079,0.159162052,0,0.062605346,0,0.000963159,0,0,0,0,0.00048158,0.017577655,0,0,0,0.009872381,0,0,0,0,0,0,0,0.00048158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024079,0.496026968,0
"678","PG2_27","PG","31-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0.009465855,0.096236196,0.171286906,0.0090151,0,0.032003606,0.018030201,0,0.045526256,0,0,0,0,0,0.022763128,0,0,0,0,0.013748028,0,0,0,0.000225378,0.121929231,0,0.036285779,0,0.000450755,0,0,0,0,0,0.002479153,0,0,0.000225378,0.004958305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225378,0.000225378,0.414694613,0
"679","PG2_98","PG","31-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0.000448833,0.046005386,0.385996409,0.000224417,0,0.026929982,0.040394973,0,0.009201077,0,0,0,0,0,0,0,0,0,0,0.000224417,0,0,0,0.000448833,0.112432675,0.018402154,0.013464991,0,0.00448833,0,0,0.008976661,0,0,0,0,0.000224417,0,0.008976661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323159785,0
"680","PG2_99","PG","31-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0.01447943,0.101585842,0.060675707,0,0,0.032636176,0.050563089,0,0.032866008,0,0,0,0.000229832,0,0,0,0,0,0.018386578,0,0,0,0,0,0.188692255,0,0.0413698,0,0.010112618,0,0,0,0,0.000459664,0.010802114,0,0,0,0.014019766,0,0,0,0,0,0,0,0.000229832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422891289,0
"681","PG3_0","PG","31-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0.000707881,0.429683813,0.132373761,0,0,0.03303445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023596,0,0,0,0.000943841,0.080226522,0,0.141576215,0,0.009910335,0,0,0,0,0,0.00023596,0,0,0,0,0,0,0,0,0,0,0.000707881,0.009910335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014157622,0.004719207,0,0.141576215,0
"682","PG3_11","PG","31-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0,0.175262437,0.575079872,0,0,0.027384756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005248745,0,0,0,0.005476951,0.027384756,0,0.018256504,0,0.004792332,0,0,0.013692378,0,0,0,0,0,0,0.02282063,0,0,0,0,0,0,0.010041077,0.000228206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114331356,0
"683","PG3_15","PG","31-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0.001386194,0.122816745,0.243970058,0,0,0.127529803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028832825,0,0,0.000277239,0,0.134183532,0,0.066537289,0,0.000554477,0,0,0,0,0.006099251,0.000831716,0,0,0,0.016634322,0,0,0,0,0,0,0,0.011921264,0,0,0,0,0,0,0,0,0,0,0.005544774,0,0,0,0,0,0,0,0,0,0.23288051,0
"684","PG3_95","PG","31-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0.004991681,0.086284763,0.171143333,0,0,0.06679344,0,0,0,0,0,0,0.010934157,0,0,0,0,0,0,0.023769907,0,0,0.014261944,0.014261944,0.237936772,0,0.204658902,0,0.005467079,0,0,0,0,0.000713097,0.006180176,0,0,0,0.000237699,0,0,0,0.000237699,0,0,0,0,0,0,0,0,0,0,0,0,0.004753981,0,0,0,0,0,0,0,0,0,0,0,0.147373425,0
"685","PG4_28","PG","31-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0,0.161310782,0.1397463,0,0,0.059408034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211416,0,0,0,0.000211416,0,0,0.054968288,0,0,0,0,0.021353066,0,0,0,0,0,0,0,0,0,0.148414376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414376321,0
"686","PG4_5","PG","31-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0.008570816,0.082065567,0.539961431,0,0,0.021641311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008785087,0,0,0,0,0,0,0,0,0,0.274266124,0,0,0,0,0.00021427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064495393,0
"687","PG4_65","PG","31-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0,0.088006903,0.146678171,0.051768766,0,0.138697153,0,0,0,0,0,0,0.000215703,0,0,0,0,0,0,0.009059534,0,0,0.000215703,0.004529767,0,0.022217429,0.017256255,0,0.009922347,0,0,0.008628128,0,0.000862813,0.000215703,0,0,0,0.004314064,0,0,0.401423641,0,0,0,0.00064711,0.000215703,0,0,0,0,0,0,0,0,0,0,0.004314064,0,0,0,0,0,0,0,0,0.000215703,0.090595341,0
"688","PG4_94","PG","31-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0.021632041,0.214606982,0.257228529,0,0,0.004283572,0.017348469,0,0,0,0,0,0,0,0,0,0,0,0,0.000214179,0,0,0,0.004497751,0,0,0,0,0,0,0,0.004283572,0,0.000214179,0,0,0,0,0,0,0,0.23988006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013064896,0,0,0.22274577,0
"689","PG5_2","PG","31-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0.019668985,0.226193332,0.230510914,0,0,0.01942912,0,0,0,0,0,0,0,0.014391941,0,0.000239866,0,0,0,0.004797314,0,0,0.01942912,0.134804509,0.023986568,0,0.062604941,0,0.029743344,0,0,0,0,0.005037179,0.00167906,0,0.005277045,0,0.009594627,0,0,0.009594627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005037179,0,0,0,0,0,0.004797314,0,0.000239866,0.172703286,0
"690","PG5_3","PG","31-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0.032365329,0.226778985,0.137441809,0,0,0.009310574,0,0,0,0,0,0,0,0,0,0.004433607,0,0,0,0.013522501,0,0,0.013522501,0.062735535,0.004433607,0,0.222123698,0,0.032143649,0,0,0,0,0,0,0.000665041,0,0,0.000443361,0,0,0.076036356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164043449,0
"691","PG5_92","PG","31-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0,0.592120246,0.100660442,0.045547711,0,0.041220679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010020496,0,0,0,0,0,0,0,0.127989069,0,0,0.000227739,0,0,0,0,0,0,0.004554771,0,0,0,0.000227739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077431109,0
"692","PG5_93","PG","31-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0.064844103,0.230682332,0.216900136,0,0,0.022593764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06326254,0.064618165,0,0,0.208088568,0,0.009489381,0,0,0.000225938,0,0.004518753,0.000677813,0,0,0,0,0,0,0.07275192,0,0,0,0.000677813,0,0,0,0,0,0,0,0,0,0.004518753,0,0,0,0,0,0,0,0,0,0,0,0.036150023,0
"693","PG6_B","PG","31-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0.009695291,0.235687904,0.230840259,0.004616805,0,0.023314866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004616805,0,0,0,0.13388735,0.143351801,0,0,0,0.000692521,0,0,0.074099723,0,0.00923361,0.000461681,0,0,0,0.004847645,0,0,0,0,0,0,0.004616805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004616805,0,0,0.115420129,0
"694","PG6_D","PG","31-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0.004600586,0.092429946,0.188205772,0.016729402,0,0.033667921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02112087,0,0,0,0.175867838,0.209326642,0,0,0,0.005018821,0,0,0.025512338,0,0.008573818,0.00083647,0,0.000209118,0.008364701,0.008573818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209118,0.200752823,0
"695","PG6_E","PG","31-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0.000226757,0.099773243,0.390022676,0,0,0.01814059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014058957,0,0,0.0138322,0.032426304,0.304081633,0,0,0,0.000226757,0,0,0,0,0.000226757,0,0,0,0.013605442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113378685,0
"696","PG6_F","PG","31-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0.061751585,0.029349613,0.262972529,0,0,0.056351256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234797,0,0,0,0.155435548,0.295844095,0,0,0,0.009626673,0,0,0,0,0.000234797,0.000939188,0.000234797,0.004695938,0.004930735,0.004695938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004695938,0.108006574,0
"697","SC1_54","SC","30-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0.00395335,0.118995849,0.107333465,0,0,0.099031429,0,0,0.00395335,0,0,0,0,0,0,0,0,0,0,0.007906701,0,0,0,0.000197668,0,0,0,0,0.032615141,0,0,0.027673453,0,0.000395335,0.000197668,0,0,0,0.000197668,0,0,0.162087369,0.241352046,0,0,0.126704882,0,0,0,0,0,0,0,0,0,0,0.000197668,0,0,0,0,0,0,0,0,0,0,0.067206958,0
"698","SC1_62","SC","30-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0.00974026,0.166975881,0.037105751,0,0,0.185528757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004638219,0,0,0,0.000463822,0,0,0.060296846,0,0.00974026,0,0,0.009276438,0,0.009276438,0.000231911,0,0,0,0.004638219,0,0,0.107142857,0.166975881,0,0,0.116651206,0,0,0,0,0,0,0,0,0.004638219,0,0,0,0,0,0,0,0,0,0,0,0,0.106679035,0
"699","SC1_63","SC","30-Aug-10",40420,1009,"u_rem","c_rem","u_rem.c_rem",0.003973773,0.040135108,0.051857739,0,0,0.071527916,0.007947546,0,0.003973773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003973773,0,0,0.015895092,0,0.004569839,0,0,0,0,0,0,0,0.000198689,0,0.000198689,0,0,0.088217763,0.31015299,0,0,0.309954302,0,0,0,0,0,0,0,0,0,0,0.007947546,0,0,0,0,0,0,0,0,0,0,0.079475462,0
"700","SC1_64","SC","30-Aug-10",40420,1009,"u_rem","c_con","u_rem.c_con",0.008666244,0.169308814,0.025364616,0,0,0.186007187,0,0,0.030014796,0,0,0,0,0,0,0,0,0,0,0.008454872,0,0,0.000211372,0.004227436,0,0,0,0,0.000211372,0,0,0.016909744,0,0.008454872,0,0,0,0,0.000211372,0,0,0,0,0,0,0.106108645,0,0,0,0,0,0,0,0,0.000211372,0,0.000211372,0,0,0,0,0,0,0.004227436,0,0,0,0.431198478,0
"701","SC4_36","SC","30-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0,0.030963058,0.0256246,0,0,0.004484305,0,0,0,0,0,0,0.004270767,0.158231903,0.004270767,0,0,0,0,0.004484305,0,0.0128123,0.000213538,0.004484305,0,0,0.017083066,0,0.009609225,0,0,0,0,0.0128123,0,0,0,0,0,0,0,0.209267564,0.11125347,0,0,0.115737775,0.004484305,0.004270767,0,0,0,0,0,0,0.000213538,0,0.038436899,0,0,0,0,0,0,0,0.021567371,0,0,0.196455264,0
"702","SC4_45","SC","30-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0.01584462,0.02708919,0.062356248,0,0,0.005111168,0,0,0,0,0,0,0,0.030667007,0.005111168,0,0,0,0,0.071811909,0,0,0.005366726,0.056733964,0,0,0,0.041656018,0.005622285,0,0,0,0,0.025811398,0.000766675,0.005111168,0,0,0,0,0,0.235113723,0.102734475,0,0,0.071811909,0.000511117,0,0,0,0,0,0,0,0.036289292,0,0,0,0,0,0,0,0,0,0,0,0,0.19422438,0
"703","SC4_51","SC","30-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0,0.004828696,0.083237526,0,0,0,0,0,0,0,0,0,0.014945965,0.009197517,0.036790067,0,0,0,0,0.018395033,0,0,0,0.051046218,0,0,0,0.042078639,0,0,0,0,0,0.010117268,0.00114969,0,0.004828696,0,0,0,0.004598758,0.349505633,0.101172683,0,0,0.073580133,0.010117268,0,0,0,0,0,0,0,0.022993792,0,0.013796275,0.013796275,0,0,0,0,0,0,0.004598758,0,0.004828696,0.124166475,0
"704","SC4_52","SC","30-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0,0.036217304,0.107981221,0,0,0,0,0,0,0,0,0,0.004694836,0.111781802,0,0,0,0,0,0.040688576,0,0.004471272,0,0.017885088,0,0,0,0.044936284,0,0,0,0,0,0.013860943,0.000223564,0.000447127,0.004471272,0.000223564,0.000223564,0,0,0.206125643,0.041135703,0,0,0.130561145,0.005365526,0,0,0,0,0,0,0,0.004694836,0,0.03599374,0,0,0.004471272,0,0,0,0,0,0,0.004694836,0.178850883,0
"705","SC5_34","SC","30-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0,0.038832667,0.198399623,0,0,0.019298659,0.037655919,0,0,0,0,0,0,0,0.033419628,0,0,0,0,0.00941398,0,0.037655919,0.00941398,0.037891269,0,0,0.00470699,0,0.015062368,0,0,0,0,0,0.010120028,0,0,0,0.019298659,0,0,0.155330666,0.108260767,0,0,0.010355378,0.000235349,0,0,0,0,0,0,0,0.00941398,0,0,0,0,0,0,0,0,0.00470699,0,0,0,0.240056484,0
"706","SC5_47","SC","30-Aug-10",40420,1009,"u_con","c_rem","u_con.c_rem",0,0.019470229,0.031922119,0.018111841,0,0.149422685,0.126782884,0,0,0,0,0,0.004754358,0.058863482,0,0,0,0,0,0.000226398,0,0,0.000226398,0.00905592,0,0,0.00452796,0,0.018564637,0,0,0,0,0.004754358,0,0,0,0,0,0,0,0.091011999,0.027394159,0,0,0.262621689,0,0,0,0,0,0.009282318,0,0,0,0,0.00905592,0,0,0,0,0,0,0,0,0,0,0.149422685,0.00452796
"707","SC5_49","SC","30-Aug-10",40420,1009,"u_con","c_con","u_con.c_con",0.005099439,0.011218766,0.072412035,0,0,0.040795512,0.112697603,0,0,0,0,0,0,0.112187659,0,0,0,0,0,0,0,0,0,0.03136155,0,0,0,0,0.001529832,0,0,0,0,0.010198878,0,0,0,0.005099439,0,0,0,0.127485977,0.076491586,0,0,0.224630291,0.005354411,0,0,0,0,0,0,0,0.005354411,0,0.005099439,0.005099439,0,0,0,0,0,0,0,0,0,0.147883733,0
